student_id,type_name,day,hour,minute,day_of_week,duration,is_weekend,is_morning,is_afternoon,is_evening,is_peak,minutes_since_midnight,duration_category,is_early_morning,is_peak_or_weekend,daily_activity_count
2,Forum,Friday,16,8,5,12.0,0,0,1,0,0,968,medium,0,0,2
2,Individual Assignment,Tuesday,0,52,2,27.0,0,0,0,0,0,52,medium,1,0,1
2,Individual Assignment,Tuesday,0,47,2,8.0,0,0,0,0,0,47,short,1,0,2
2,Group Assignment,Thursday,19,11,4,14.0,0,0,0,1,1,1151,medium,0,1,3
2,Group Assignment,Thursday,19,4,4,10.0,0,0,0,1,1,1144,short,0,1,4
2,Group Assignment,Thursday,19,3,4,8.0,0,0,0,1,1,1143,short,0,1,5
2,Group Assignment,Friday,18,46,5,17.0,0,0,0,1,0,1126,medium,0,0,1
2,Individual Assignment,Friday,23,48,5,7.0,0,0,0,0,0,1428,short,0,0,1
2,Individual Assignment,Friday,23,38,5,22.0,0,0,0,0,0,1418,medium,0,0,2
5,Individual Assignment,Thursday,21,24,4,9.0,0,0,0,1,1,1284,short,0,1,1
5,Individual Assignment,Thursday,21,31,4,29.0,0,0,0,1,1,1291,medium,0,1,2
5,Individual Assignment,Thursday,21,29,4,21.0,0,0,0,1,1,1289,medium,0,1,3
5,Individual Assignment,Sunday,7,19,7,18.0,1,1,0,0,0,439,medium,0,1,1
5,Group Assignment,Wednesday,6,27,3,9.0,0,1,0,0,0,387,short,0,0,1
5,Group Assignment,Wednesday,6,28,3,18.0,0,1,0,0,0,388,medium,0,0,2
5,Quiz,Monday,15,29,1,9.0,0,0,1,0,0,929,short,0,0,1
5,Quiz,Monday,15,32,1,5.0,0,0,1,0,0,932,short,0,0,2
5,Forum,Saturday,20,33,6,16.0,1,0,0,1,1,1233,medium,0,1,1
5,Forum,Saturday,20,31,6,26.0,1,0,0,1,1,1231,medium,0,1,2
5,Group Assignment,Monday,23,9,1,8.0,0,0,0,0,0,1389,short,0,0,3
5,Group Assignment,Monday,23,10,1,13.0,0,0,0,0,0,1390,medium,0,0,4
5,Group Assignment,Monday,15,34,1,25.0,0,0,1,0,0,934,medium,0,0,1
5,Group Assignment,Monday,15,39,1,19.0,0,0,1,0,0,939,medium,0,0,2
5,Forum,Sunday,11,30,7,30.0,1,1,0,0,0,690,medium,0,1,1
5,Forum,Sunday,11,31,7,14.0,1,1,0,0,0,691,medium,0,1,2
5,Individual Assignment,Wednesday,5,37,3,15.0,0,0,0,0,0,337,medium,1,0,1
5,Individual Assignment,Wednesday,5,40,3,17.0,0,0,0,0,0,340,medium,1,0,2
5,Individual Assignment,Wednesday,5,30,3,25.0,0,0,0,0,0,330,medium,1,0,3
5,Group Assignment,Sunday,2,34,7,16.0,1,0,0,0,0,154,medium,1,1,2
5,Group Assignment,Sunday,2,37,7,19.0,1,0,0,0,0,157,medium,1,1,3
5,Forum,Friday,16,10,5,14.0,0,0,1,0,0,970,medium,0,0,1
5,Forum,Friday,16,7,5,19.0,0,0,1,0,0,967,medium,0,0,2
5,Individual Assignment,Tuesday,0,50,2,14.0,0,0,0,0,0,50,medium,1,0,1
5,Group Assignment,Thursday,19,6,4,12.0,0,0,0,1,1,1146,medium,0,1,4
5,Group Assignment,Thursday,19,10,4,27.0,0,0,0,1,1,1150,medium,0,1,5
5,Group Assignment,Friday,18,54,5,6.0,0,0,0,1,0,1134,short,0,0,1
5,Individual Assignment,Friday,23,45,5,27.0,0,0,0,0,0,1425,medium,0,0,1
5,Individual Assignment,Friday,23,38,5,18.0,0,0,0,0,0,1418,medium,0,0,2
6,Individual Assignment,Thursday,21,32,4,24.0,0,0,0,1,1,1292,medium,0,1,1
6,Individual Assignment,Sunday,7,24,7,8.0,1,1,0,0,0,444,short,0,1,1
6,Group Assignment,Wednesday,6,30,3,12.0,0,1,0,0,0,390,medium,0,0,1
6,Quiz,Monday,15,33,1,13.0,0,0,1,0,0,933,medium,0,0,1
6,Quiz,Monday,15,32,1,21.0,0,0,1,0,0,932,medium,0,0,2
6,Forum,Saturday,20,38,6,21.0,1,0,0,1,1,1238,medium,0,1,1
6,Forum,Saturday,20,37,6,24.0,1,0,0,1,1,1237,medium,0,1,2
6,Group Assignment,Monday,23,6,1,6.0,0,0,0,0,0,1386,short,0,0,3
6,Group Assignment,Monday,23,3,1,14.0,0,0,0,0,0,1383,medium,0,0,4
6,Group Assignment,Monday,23,10,1,14.0,0,0,0,0,0,1390,medium,0,0,5
6,Group Assignment,Monday,15,38,1,28.0,0,0,1,0,0,938,medium,0,0,1
6,Group Assignment,Monday,15,31,1,8.0,0,0,1,0,0,931,short,0,0,2
6,Group Assignment,Monday,15,33,1,25.0,0,0,1,0,0,933,medium,0,0,3
6,Forum,Sunday,11,27,7,25.0,1,1,0,0,0,687,medium,0,1,1
6,Individual Assignment,Wednesday,5,30,3,27.0,0,0,0,0,0,330,medium,1,0,1
6,Individual Assignment,Wednesday,5,39,3,30.0,0,0,0,0,0,339,medium,1,0,2
6,Group Assignment,Sunday,2,29,7,9.0,1,0,0,0,0,149,short,1,1,2
6,Group Assignment,Sunday,2,32,7,15.0,1,0,0,0,0,152,medium,1,1,3
6,Forum,Friday,16,9,5,15.0,0,0,1,0,0,969,medium,0,0,1
6,Individual Assignment,Tuesday,0,49,2,6.0,0,0,0,0,0,49,short,1,0,1
6,Group Assignment,Thursday,19,5,4,20.0,0,0,0,1,1,1145,medium,0,1,2
6,Group Assignment,Thursday,19,6,4,10.0,0,0,0,1,1,1146,short,0,1,3
6,Group Assignment,Thursday,19,11,4,14.0,0,0,0,1,1,1151,medium,0,1,4
6,Group Assignment,Friday,18,48,5,16.0,0,0,0,1,0,1128,medium,0,0,1
6,Group Assignment,Friday,18,46,5,24.0,0,0,0,1,0,1126,medium,0,0,2
6,Group Assignment,Friday,18,50,5,29.0,0,0,0,1,0,1130,medium,0,0,3
6,Individual Assignment,Friday,23,46,5,10.0,0,0,0,0,0,1426,short,0,0,1
7,Individual Assignment,Thursday,21,29,4,21.0,0,0,0,1,1,1289,medium,0,1,1
7,Individual Assignment,Thursday,21,32,4,5.0,0,0,0,1,1,1292,short,0,1,2
7,Individual Assignment,Sunday,7,18,7,14.0,1,1,0,0,0,438,medium,0,1,1
7,Group Assignment,Wednesday,6,25,3,14.0,0,1,0,0,0,385,medium,0,0,1
7,Group Assignment,Wednesday,6,28,3,13.0,0,1,0,0,0,388,medium,0,0,2
7,Quiz,Monday,15,36,1,20.0,0,0,1,0,0,936,medium,0,0,1
7,Quiz,Monday,15,28,1,7.0,0,0,1,0,0,928,short,0,0,2
7,Forum,Saturday,20,34,6,9.0,1,0,0,1,1,1234,short,0,1,1
7,Group Assignment,Monday,23,0,1,13.0,0,0,0,0,0,1380,medium,0,0,3
7,Group Assignment,Monday,15,36,1,24.0,0,0,1,0,0,936,medium,0,0,1
7,Group Assignment,Monday,15,31,1,16.0,0,0,1,0,0,931,medium,0,0,2
7,Forum,Sunday,11,25,7,8.0,1,1,0,0,0,685,short,0,1,1
7,Forum,Sunday,11,23,7,25.0,1,1,0,0,0,683,medium,0,1,2
7,Individual Assignment,Wednesday,5,34,3,13.0,0,0,0,0,0,334,medium,1,0,1
7,Group Assignment,Sunday,2,38,7,30.0,1,0,0,0,0,158,medium,1,1,2
7,Group Assignment,Sunday,2,39,7,12.0,1,0,0,0,0,159,medium,1,1,3
7,Forum,Friday,16,6,5,21.0,0,0,1,0,0,966,medium,0,0,1
7,Individual Assignment,Tuesday,0,45,2,8.0,0,0,0,0,0,45,short,1,0,1
7,Individual Assignment,Tuesday,0,43,2,9.0,0,0,0,0,0,43,short,1,0,2
7,Group Assignment,Thursday,19,6,4,17.0,0,0,0,1,1,1146,medium,0,1,3
7,Group Assignment,Thursday,19,10,4,8.0,0,0,0,1,1,1150,short,0,1,4
7,Group Assignment,Friday,18,48,5,30.0,0,0,0,1,0,1128,medium,0,0,1
7,Group Assignment,Friday,18,50,5,15.0,0,0,0,1,0,1130,medium,0,0,2
7,Individual Assignment,Friday,23,45,5,13.0,0,0,0,0,0,1425,medium,0,0,1
7,Individual Assignment,Friday,23,47,5,8.0,0,0,0,0,0,1427,short,0,0,2
8,Individual Assignment,Thursday,21,29,4,12.0,0,0,0,1,1,1289,medium,0,1,1
8,Individual Assignment,Thursday,21,25,4,9.0,0,0,0,1,1,1285,short,0,1,2
8,Individual Assignment,Thursday,21,24,4,29.0,0,0,0,1,1,1284,medium,0,1,3
8,Individual Assignment,Sunday,7,22,7,22.0,1,1,0,0,0,442,medium,0,1,1
8,Individual Assignment,Sunday,7,18,7,20.0,1,1,0,0,0,438,medium,0,1,2
8,Individual Assignment,Sunday,7,21,7,8.0,1,1,0,0,0,441,short,0,1,3
8,Group Assignment,Wednesday,6,29,3,6.0,0,1,0,0,0,389,short,0,0,1
8,Group Assignment,Wednesday,6,32,3,28.0,0,1,0,0,0,392,medium,0,0,2
8,Group Assignment,Wednesday,6,28,3,29.0,0,1,0,0,0,388,medium,0,0,3
8,Quiz,Monday,15,33,1,23.0,0,0,1,0,0,933,medium,0,0,1
8,Quiz,Monday,15,34,1,11.0,0,0,1,0,0,934,medium,0,0,2
8,Forum,Saturday,20,37,6,8.0,1,0,0,1,1,1237,short,0,1,1
8,Forum,Saturday,20,39,6,24.0,1,0,0,1,1,1239,medium,0,1,2
8,Group Assignment,Monday,23,4,1,8.0,0,0,0,0,0,1384,short,0,0,3
8,Group Assignment,Monday,23,2,1,22.0,0,0,0,0,0,1382,medium,0,0,4
8,Group Assignment,Monday,15,40,1,15.0,0,0,1,0,0,940,medium,0,0,1
8,Group Assignment,Monday,15,37,1,26.0,0,0,1,0,0,937,medium,0,0,2
8,Forum,Sunday,11,32,7,10.0,1,1,0,0,0,692,short,0,1,1
8,Forum,Sunday,11,28,7,29.0,1,1,0,0,0,688,medium,0,1,2
8,Forum,Sunday,11,26,7,25.0,1,1,0,0,0,686,medium,0,1,3
8,Individual Assignment,Wednesday,5,38,3,30.0,0,0,0,0,0,338,medium,1,0,1
8,Group Assignment,Sunday,2,31,7,12.0,1,0,0,0,0,151,medium,1,1,4
8,Group Assignment,Sunday,2,29,7,23.0,1,0,0,0,0,149,medium,1,1,5
8,Forum,Friday,16,3,5,24.0,0,0,1,0,0,963,medium,0,0,1
8,Forum,Friday,16,4,5,30.0,0,0,1,0,0,964,medium,0,0,2
8,Individual Assignment,Tuesday,0,42,2,15.0,0,0,0,0,0,42,medium,1,0,1
8,Group Assignment,Thursday,19,5,4,25.0,0,0,0,1,1,1145,medium,0,1,4
8,Group Assignment,Friday,18,46,5,6.0,0,0,0,1,0,1126,short,0,0,1
8,Group Assignment,Friday,18,54,5,29.0,0,0,0,1,0,1134,medium,0,0,2
8,Group Assignment,Friday,18,51,5,11.0,0,0,0,1,0,1131,medium,0,0,3
8,Individual Assignment,Friday,23,39,5,26.0,0,0,0,0,0,1419,medium,0,0,1
8,Individual Assignment,Friday,23,44,5,6.0,0,0,0,0,0,1424,short,0,0,2
9,Individual Assignment,Thursday,21,32,4,6.0,0,0,0,1,1,1292,short,0,1,1
9,Individual Assignment,Thursday,21,34,4,23.0,0,0,0,1,1,1294,medium,0,1,2
9,Individual Assignment,Sunday,7,25,7,28.0,1,1,0,0,0,445,medium,0,1,1
9,Group Assignment,Wednesday,6,27,3,8.0,0,1,0,0,0,387,short,0,0,1
9,Group Assignment,Wednesday,6,35,3,15.0,0,1,0,0,0,395,medium,0,0,2
9,Group Assignment,Wednesday,6,31,3,28.0,0,1,0,0,0,391,medium,0,0,3
9,Quiz,Monday,15,30,1,25.0,0,0,1,0,0,930,medium,0,0,1
9,Forum,Saturday,20,33,6,18.0,1,0,0,1,1,1233,medium,0,1,1
9,Group Assignment,Monday,23,2,1,21.0,0,0,0,0,0,1382,medium,0,0,2
9,Group Assignment,Monday,23,8,1,30.0,0,0,0,0,0,1388,medium,0,0,3
9,Group Assignment,Monday,23,10,1,17.0,0,0,0,0,0,1390,medium,0,0,4
9,Group Assignment,Monday,15,41,1,12.0,0,0,1,0,0,941,medium,0,0,1
9,Group Assignment,Monday,15,40,1,28.0,0,0,1,0,0,940,medium,0,0,2
9,Forum,Sunday,11,24,7,14.0,1,1,0,0,0,684,medium,0,1,1
9,Forum,Sunday,11,30,7,21.0,1,1,0,0,0,690,medium,0,1,2
9,Individual Assignment,Wednesday,5,38,3,17.0,0,0,0,0,0,338,medium,1,0,1
9,Individual Assignment,Wednesday,5,36,3,13.0,0,0,0,0,0,336,medium,1,0,2
9,Individual Assignment,Wednesday,5,35,3,6.0,0,0,0,0,0,335,short,1,0,3
9,Group Assignment,Sunday,2,35,7,25.0,1,0,0,0,0,155,medium,1,1,2
9,Group Assignment,Sunday,2,37,7,28.0,1,0,0,0,0,157,medium,1,1,3
9,Group Assignment,Sunday,2,32,7,9.0,1,0,0,0,0,152,short,1,1,4
9,Forum,Friday,16,0,5,28.0,0,0,1,0,0,960,medium,0,0,1
9,Individual Assignment,Tuesday,0,42,2,24.0,0,0,0,0,0,42,medium,1,0,1
9,Individual Assignment,Tuesday,0,43,2,10.0,0,0,0,0,0,43,short,1,0,2
9,Group Assignment,Thursday,19,4,4,26.0,0,0,0,1,1,1144,medium,0,1,3
9,Group Assignment,Thursday,19,12,4,7.0,0,0,0,1,1,1152,short,0,1,4
9,Group Assignment,Friday,18,48,5,22.0,0,0,0,1,0,1128,medium,0,0,1
9,Group Assignment,Friday,18,47,5,11.0,0,0,0,1,0,1127,medium,0,0,2
9,Individual Assignment,Friday,23,43,5,12.0,0,0,0,0,0,1423,medium,0,0,1
10,Individual Assignment,Thursday,21,30,4,8.0,0,0,0,1,1,1290,short,0,1,1
10,Individual Assignment,Sunday,7,22,7,6.0,1,1,0,0,0,442,short,0,1,1
10,Individual Assignment,Sunday,7,16,7,19.0,1,1,0,0,0,436,medium,0,1,2
10,Group Assignment,Wednesday,6,32,3,27.0,0,1,0,0,0,392,medium,0,0,1
10,Quiz,Monday,15,35,1,7.0,0,0,1,0,0,935,short,0,0,1
10,Quiz,Monday,15,33,1,22.0,0,0,1,0,0,933,medium,0,0,2
10,Forum,Saturday,20,37,6,10.0,1,0,0,1,1,1237,short,0,1,1
10,Forum,Saturday,20,39,6,10.0,1,0,0,1,1,1239,short,0,1,2
10,Group Assignment,Monday,23,5,1,13.0,0,0,0,0,0,1385,medium,0,0,3
10,Group Assignment,Monday,23,10,1,16.0,0,0,0,0,0,1390,medium,0,0,4
10,Group Assignment,Monday,15,41,1,27.0,0,0,1,0,0,941,medium,0,0,1
10,Group Assignment,Monday,15,34,1,25.0,0,0,1,0,0,934,medium,0,0,2
10,Group Assignment,Monday,15,32,1,12.0,0,0,1,0,0,932,medium,0,0,3
10,Forum,Sunday,11,29,7,30.0,1,1,0,0,0,689,medium,0,1,1
10,Forum,Sunday,11,32,7,19.0,1,1,0,0,0,692,medium,0,1,2
10,Individual Assignment,Wednesday,5,31,3,26.0,0,0,0,0,0,331,medium,1,0,1
10,Group Assignment,Sunday,2,30,7,23.0,1,0,0,0,0,150,medium,1,1,3
10,Group Assignment,Sunday,2,38,7,12.0,1,0,0,0,0,158,medium,1,1,4
10,Group Assignment,Sunday,2,29,7,13.0,1,0,0,0,0,149,medium,1,1,5
10,Forum,Friday,16,6,5,30.0,0,0,1,0,0,966,medium,0,0,1
10,Forum,Friday,16,7,5,8.0,0,0,1,0,0,967,short,0,0,2
10,Individual Assignment,Tuesday,0,44,2,26.0,0,0,0,0,0,44,medium,1,0,1
10,Individual Assignment,Tuesday,0,48,2,28.0,0,0,0,0,0,48,medium,1,0,2
10,Group Assignment,Thursday,19,11,4,6.0,0,0,0,1,1,1151,short,0,1,2
10,Group Assignment,Thursday,19,10,4,18.0,0,0,0,1,1,1150,medium,0,1,3
10,Group Assignment,Thursday,19,4,4,28.0,0,0,0,1,1,1144,medium,0,1,4
10,Group Assignment,Friday,18,55,5,13.0,0,0,0,1,0,1135,medium,0,0,1
10,Group Assignment,Friday,18,49,5,16.0,0,0,0,1,0,1129,medium,0,0,2
10,Individual Assignment,Friday,23,44,5,19.0,0,0,0,0,0,1424,medium,0,0,1
11,Individual Assignment,Thursday,21,34,4,9.0,0,0,0,1,1,1294,short,0,1,1
11,Individual Assignment,Sunday,7,25,7,11.0,1,1,0,0,0,445,medium,0,1,1
11,Group Assignment,Wednesday,6,26,3,25.0,0,1,0,0,0,386,medium,0,0,1
11,Group Assignment,Wednesday,6,28,3,27.0,0,1,0,0,0,388,medium,0,0,2
11,Group Assignment,Wednesday,6,30,3,19.0,0,1,0,0,0,390,medium,0,0,3
11,Quiz,Monday,15,27,1,8.0,0,0,1,0,0,927,short,0,0,1
11,Forum,Saturday,20,32,6,25.0,1,0,0,1,1,1232,medium,0,1,1
11,Group Assignment,Monday,23,6,1,28.0,0,0,0,0,0,1386,medium,0,0,2
11,Group Assignment,Monday,23,4,1,26.0,0,0,0,0,0,1384,medium,0,0,3
11,Group Assignment,Monday,15,39,1,22.0,0,0,1,0,0,939,medium,0,0,1
11,Forum,Sunday,11,27,7,28.0,1,1,0,0,0,687,medium,0,1,1
11,Individual Assignment,Wednesday,5,32,3,21.0,0,0,0,0,0,332,medium,1,0,1
11,Group Assignment,Sunday,2,39,7,28.0,1,0,0,0,0,159,medium,1,1,2
11,Group Assignment,Sunday,2,34,7,15.0,1,0,0,0,0,154,medium,1,1,3
11,Forum,Friday,16,1,5,15.0,0,0,1,0,0,961,medium,0,0,1
11,Forum,Friday,16,2,5,21.0,0,0,1,0,0,962,medium,0,0,2
11,Individual Assignment,Tuesday,0,43,2,22.0,0,0,0,0,0,43,medium,1,0,1
11,Individual Assignment,Tuesday,0,44,2,8.0,0,0,0,0,0,44,short,1,0,2
11,Group Assignment,Thursday,19,7,4,29.0,0,0,0,1,1,1147,medium,0,1,2
11,Group Assignment,Thursday,19,3,4,18.0,0,0,0,1,1,1143,medium,0,1,3
11,Group Assignment,Friday,18,55,5,12.0,0,0,0,1,0,1135,medium,0,0,1
11,Individual Assignment,Friday,23,41,5,12.0,0,0,0,0,0,1421,medium,0,0,1
11,Individual Assignment,Friday,23,39,5,21.0,0,0,0,0,0,1419,medium,0,0,2
12,Individual Assignment,Thursday,21,32,4,5.0,0,0,0,1,1,1292,short,0,1,1
12,Individual Assignment,Thursday,21,27,4,23.0,0,0,0,1,1,1287,medium,0,1,2
12,Individual Assignment,Sunday,7,24,7,7.0,1,1,0,0,0,444,short,0,1,1
12,Individual Assignment,Sunday,7,22,7,16.0,1,1,0,0,0,442,medium,0,1,2
12,Group Assignment,Wednesday,6,26,3,12.0,0,1,0,0,0,386,medium,0,0,1
12,Quiz,Monday,15,31,1,22.0,0,0,1,0,0,931,medium,0,0,1
12,Forum,Saturday,20,39,6,27.0,1,0,0,1,1,1239,medium,0,1,1
12,Forum,Saturday,20,35,6,17.0,1,0,0,1,1,1235,medium,0,1,2
12,Forum,Saturday,20,38,6,20.0,1,0,0,1,1,1238,medium,0,1,3
12,Group Assignment,Monday,23,8,1,26.0,0,0,0,0,0,1388,medium,0,0,2
12,Group Assignment,Monday,23,1,1,15.0,0,0,0,0,0,1381,medium,0,0,3
12,Group Assignment,Monday,15,39,1,29.0,0,0,1,0,0,939,medium,0,0,1
12,Group Assignment,Monday,15,38,1,24.0,0,0,1,0,0,938,medium,0,0,2
12,Group Assignment,Monday,15,40,1,29.0,0,0,1,0,0,940,medium,0,0,3
12,Forum,Sunday,11,33,7,6.0,1,1,0,0,0,693,short,0,1,1
12,Forum,Sunday,11,24,7,12.0,1,1,0,0,0,684,medium,0,1,2
12,Individual Assignment,Wednesday,5,38,3,11.0,0,0,0,0,0,338,medium,1,0,1
12,Group Assignment,Sunday,2,30,7,19.0,1,0,0,0,0,150,medium,1,1,3
12,Group Assignment,Sunday,2,35,7,21.0,1,0,0,0,0,155,medium,1,1,4
12,Group Assignment,Sunday,2,36,7,19.0,1,0,0,0,0,156,medium,1,1,5
12,Forum,Friday,16,4,5,8.0,0,0,1,0,0,964,short,0,0,1
12,Forum,Friday,16,3,5,25.0,0,0,1,0,0,963,medium,0,0,2
12,Individual Assignment,Tuesday,0,42,2,18.0,0,0,0,0,0,42,medium,1,0,1
12,Individual Assignment,Tuesday,0,49,2,8.0,0,0,0,0,0,49,short,1,0,2
12,Group Assignment,Thursday,19,8,4,10.0,0,0,0,1,1,1148,short,0,1,3
12,Group Assignment,Thursday,19,7,4,19.0,0,0,0,1,1,1147,medium,0,1,4
12,Group Assignment,Friday,18,48,5,19.0,0,0,0,1,0,1128,medium,0,0,1
12,Individual Assignment,Friday,23,44,5,26.0,0,0,0,0,0,1424,medium,0,0,1
12,Individual Assignment,Friday,23,48,5,9.0,0,0,0,0,0,1428,short,0,0,2
12,Individual Assignment,Friday,23,43,5,15.0,0,0,0,0,0,1423,medium,0,0,3
13,Individual Assignment,Thursday,21,30,4,21.0,0,0,0,1,1,1290,medium,0,1,1
13,Individual Assignment,Sunday,7,16,7,16.0,1,1,0,0,0,436,medium,0,1,1
13,Group Assignment,Wednesday,6,30,3,8.0,0,1,0,0,0,390,short,0,0,1
13,Group Assignment,Wednesday,6,32,3,22.0,0,1,0,0,0,392,medium,0,0,2
13,Quiz,Monday,15,28,1,5.0,0,0,1,0,0,928,short,0,0,1
13,Quiz,Monday,15,27,1,30.0,0,0,1,0,0,927,medium,0,0,2
13,Quiz,Monday,15,35,1,23.0,0,0,1,0,0,935,medium,0,0,3
13,Forum,Saturday,20,41,6,27.0,1,0,0,1,1,1241,medium,0,1,1
13,Forum,Saturday,20,40,6,23.0,1,0,0,1,1,1240,medium,0,1,2
13,Group Assignment,Monday,23,2,1,19.0,0,0,0,0,0,1382,medium,0,0,4
13,Group Assignment,Monday,15,36,1,29.0,0,0,1,0,0,936,medium,0,0,1
13,Forum,Sunday,11,25,7,9.0,1,1,0,0,0,685,short,0,1,1
13,Forum,Sunday,11,23,7,21.0,1,1,0,0,0,683,medium,0,1,2
13,Individual Assignment,Wednesday,5,39,3,29.0,0,0,0,0,0,339,medium,1,0,1
13,Individual Assignment,Wednesday,5,30,3,10.0,0,0,0,0,0,330,short,1,0,2
13,Individual Assignment,Wednesday,5,37,3,8.0,0,0,0,0,0,337,short,1,0,3
13,Group Assignment,Sunday,2,35,7,6.0,1,0,0,0,0,155,short,1,1,2
13,Forum,Friday,16,1,5,20.0,0,0,1,0,0,961,medium,0,0,1
13,Individual Assignment,Tuesday,0,48,2,23.0,0,0,0,0,0,48,medium,1,0,1
13,Individual Assignment,Tuesday,0,44,2,15.0,0,0,0,0,0,44,medium,1,0,2
13,Group Assignment,Thursday,19,4,4,8.0,0,0,0,1,1,1144,short,0,1,2
13,Group Assignment,Thursday,19,12,4,29.0,0,0,0,1,1,1152,medium,0,1,3
13,Group Assignment,Thursday,19,8,4,29.0,0,0,0,1,1,1148,medium,0,1,4
13,Group Assignment,Friday,18,46,5,26.0,0,0,0,1,0,1126,medium,0,0,1
13,Group Assignment,Friday,18,47,5,14.0,0,0,0,1,0,1127,medium,0,0,2
13,Individual Assignment,Friday,23,41,5,5.0,0,0,0,0,0,1421,short,0,0,1
13,Individual Assignment,Friday,23,42,5,27.0,0,0,0,0,0,1422,medium,0,0,2
13,Individual Assignment,Friday,23,39,5,22.0,0,0,0,0,0,1419,medium,0,0,3
15,Individual Assignment,Thursday,21,33,4,8.0,0,0,0,1,1,1293,short,0,1,1
15,Individual Assignment,Thursday,21,24,4,30.0,0,0,0,1,1,1284,medium,0,1,2
15,Individual Assignment,Sunday,7,23,7,10.0,1,1,0,0,0,443,short,0,1,1
15,Group Assignment,Wednesday,6,29,3,6.0,0,1,0,0,0,389,short,0,0,1
15,Group Assignment,Wednesday,6,32,3,6.0,0,1,0,0,0,392,short,0,0,2
15,Quiz,Monday,15,30,1,21.0,0,0,1,0,0,930,medium,0,0,1
15,Quiz,Monday,15,36,1,24.0,0,0,1,0,0,936,medium,0,0,2
15,Forum,Saturday,20,37,6,30.0,1,0,0,1,1,1237,medium,0,1,1
15,Forum,Saturday,20,40,6,10.0,1,0,0,1,1,1240,short,0,1,2
15,Group Assignment,Monday,23,3,1,6.0,0,0,0,0,0,1383,short,0,0,3
15,Group Assignment,Monday,23,5,1,17.0,0,0,0,0,0,1385,medium,0,0,4
15,Group Assignment,Monday,15,39,1,18.0,0,0,1,0,0,939,medium,0,0,1
15,Group Assignment,Monday,15,36,1,29.0,0,0,1,0,0,936,medium,0,0,2
15,Forum,Sunday,11,26,7,6.0,1,1,0,0,0,686,short,0,1,1
15,Forum,Sunday,11,25,7,17.0,1,1,0,0,0,685,medium,0,1,2
15,Individual Assignment,Wednesday,5,34,3,19.0,0,0,0,0,0,334,medium,1,0,1
15,Individual Assignment,Wednesday,5,31,3,13.0,0,0,0,0,0,331,medium,1,0,2
15,Individual Assignment,Wednesday,5,39,3,13.0,0,0,0,0,0,339,medium,1,0,3
15,Group Assignment,Sunday,2,32,7,9.0,1,0,0,0,0,152,short,1,1,2
15,Forum,Friday,16,6,5,21.0,0,0,1,0,0,966,medium,0,0,1
15,Forum,Friday,16,10,5,24.0,0,0,1,0,0,970,medium,0,0,2
15,Forum,Friday,16,2,5,30.0,0,0,1,0,0,962,medium,0,0,3
15,Individual Assignment,Tuesday,0,43,2,25.0,0,0,0,0,0,43,medium,1,0,1
15,Individual Assignment,Tuesday,0,46,2,12.0,0,0,0,0,0,46,medium,1,0,2
15,Individual Assignment,Tuesday,0,42,2,19.0,0,0,0,0,0,42,medium,1,0,3
15,Group Assignment,Thursday,19,13,4,26.0,0,0,0,1,1,1153,medium,0,1,3
15,Group Assignment,Thursday,19,8,4,8.0,0,0,0,1,1,1148,short,0,1,4
15,Group Assignment,Friday,18,48,5,26.0,0,0,0,1,0,1128,medium,0,0,1
